churn,sexo,idoso,possui parceiro,possui dependentes,tempo contrato,servico telefone,multiplas linhas,servico internet,suporte tecnico,streaming tv,streaming filmes,contrato conta,preco diario,cobrancas mensais,total de encargos,excedente a mensalidade,churn_label
0,Feminino,0,0,0,7,1,0,DSL,1,1,1,Mensal,2.6,78.5,571.0,492.6,Permaneceram
0,Feminino,0,1,0,72,1,1,Fibra optica,0,1,1,Dois anos,3.7,110.8,7751.7,7641.0,Permaneceram
0,Masculino,0,0,0,1,1,0,DSL,1,0,0,Mensal,1.6,49.0,49.0,0.0,Permaneceram
0,Masculino,1,1,0,72,0,0,DSL,1,1,1,Dois anos,2.1,63.1,4685.6,4622.4,Permaneceram
0,Feminino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.5,45.4,45.4,0.0,Permaneceram
1,Feminino,0,0,0,3,1,1,Fibra optica,0,0,0,Mensal,2.5,75.1,270.7,195.6,Saíram
0,Feminino,0,0,0,32,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,624.2,604.4,Permaneceram
0,Feminino,1,1,0,71,1,0,Fibra optica,0,1,1,Dois anos,3.3,99.2,7213.8,7114.6,Permaneceram
0,Masculino,1,1,0,60,1,1,Fibra optica,1,1,1,Mensal,3.3,99.0,6017.9,5918.9,Permaneceram
0,Feminino,1,0,0,4,1,1,DSL,0,0,0,Mensal,1.6,48.8,179.8,131.1,Permaneceram
0,Masculino,0,1,0,52,1,1,Fibra optica,1,0,1,Mensal,3.2,95.6,5088.4,4992.8,Permaneceram
0,Feminino,0,0,0,29,1,0,DSL,1,0,0,Um ano,1.9,58.0,1734.5,1676.5,Permaneceram
0,Masculino,0,1,0,49,1,0,Fibra optica,1,1,1,Um ano,3.3,99.2,4920.8,4821.6,Permaneceram
0,Masculino,0,1,1,40,0,0,DSL,1,1,1,Um ano,2.0,60.3,2448.5,2388.2,Permaneceram
0,Feminino,0,1,0,57,1,1,Fibra optica,0,1,1,Um ano,3.4,100.8,5985.0,5884.2,Permaneceram
0,Feminino,0,1,1,62,1,1,DSL,0,1,1,Mensal,2.3,70.4,4300.4,4230.0,Permaneceram
0,Masculino,0,1,1,23,1,0,Fibra optica,1,0,0,Um ano,2.9,86.8,1940.8,1854.0,Permaneceram
0,Feminino,0,1,0,65,1,0,DSL,0,0,1,Dois anos,2.4,71.0,4386.2,4315.2,Permaneceram
0,Feminino,0,0,0,38,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,741.5,721.4,Permaneceram
1,Feminino,1,1,0,48,1,1,Fibra optica,1,1,1,Mensal,3.9,117.4,5438.9,5321.4,Saíram
0,Masculino,0,1,0,72,1,1,DSL,0,1,1,Dois anos,2.7,82.2,5784.3,5702.2,Permaneceram
0,Feminino,0,1,0,2,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,52.0,32.2,Permaneceram
0,Masculino,0,1,0,28,1,0,Fibra optica,1,0,0,Mensal,2.6,76.6,2065.4,1988.8,Permaneceram
0,Masculino,1,0,0,65,1,1,Fibra optica,1,1,1,Dois anos,3.6,109.0,7108.2,6999.2,Permaneceram
0,Feminino,0,0,0,2,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.4,61.0,41.6,Permaneceram
1,Masculino,0,0,0,10,0,0,DSL,0,0,1,Mensal,1.1,33.9,298.4,264.6,Saíram
1,Feminino,0,1,1,16,1,0,Fibra optica,0,1,0,Mensal,3.0,89.4,1430.2,1340.8,Saíram
0,Feminino,0,1,1,72,0,0,DSL,1,0,1,Dois anos,1.9,55.6,3880.0,3824.4,Permaneceram
0,Feminino,0,1,1,12,0,0,DSL,1,0,0,Um ano,1.1,33.2,444.8,411.6,Permaneceram
1,Feminino,0,1,1,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.9,19.9,0.0,Saíram
0,Feminino,0,0,0,26,0,0,DSL,1,1,0,Mensal,1.5,44.4,1183.8,1139.4,Permaneceram
0,Feminino,0,0,0,20,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.5,403.2,383.6,Permaneceram
0,Feminino,0,0,0,7,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.3,145.0,125.6,Permaneceram
1,Feminino,0,1,1,38,1,0,DSL,1,1,1,Um ano,2.7,80.3,3058.6,2978.4,Saíram
0,Masculino,1,1,0,23,1,0,Fibra optica,0,0,1,Mensal,3.0,90.0,2024.1,1934.1,Permaneceram
0,Masculino,0,1,0,67,1,0,Fibra optica,1,1,1,Dois anos,3.7,111.0,7321.0,7210.0,Permaneceram
0,Feminino,0,0,0,48,1,1,Nao disponivel,0,0,0,Um ano,0.8,24.6,1204.0,1179.4,Permaneceram
0,Masculino,0,0,0,64,1,1,Fibra optica,0,1,1,Dois anos,3.5,104.4,6692.6,6588.2,Permaneceram
0,Feminino,0,0,0,3,1,0,Fibra optica,0,0,0,Mensal,2.5,74.6,233.6,159.1,Permaneceram
0,Feminino,0,0,0,32,1,1,Fibra optica,0,1,1,Um ano,3.5,104.0,3416.8,3312.8,Permaneceram
1,Feminino,0,1,1,57,1,0,DSL,0,1,1,Um ano,2.3,70.1,3913.3,3843.2,Saíram
0,Masculino,0,1,1,51,1,1,Fibra optica,1,0,0,Um ano,2.8,84.2,4299.8,4215.6,Permaneceram
1,Masculino,0,0,0,16,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.7,342.4,322.7,Saíram
0,Feminino,0,0,0,48,1,1,Nao disponivel,0,0,0,Um ano,0.8,25.0,1171.5,1146.4,Permaneceram
0,Masculino,0,0,0,18,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,388.6,368.6,Permaneceram
0,Masculino,0,0,1,23,0,0,DSL,1,0,0,Dois anos,1.3,40.1,857.8,817.6,Permaneceram
0,Feminino,0,0,0,55,1,0,DSL,0,0,0,Mensal,1.7,50.6,2832.8,2782.2,Permaneceram
0,Feminino,0,0,0,2,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.3,41.2,20.9,Permaneceram
1,Masculino,0,1,0,9,1,0,Fibra optica,1,1,0,Mensal,3.2,94.8,890.6,795.8,Saíram
0,Masculino,0,0,0,27,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.4,531.6,511.2,Permaneceram
0,Feminino,0,0,0,35,0,0,DSL,0,0,0,Mensal,0.8,24.2,812.5,788.4,Permaneceram
0,Feminino,0,1,1,58,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.5,1191.4,1170.9,Permaneceram
0,Masculino,0,1,0,42,1,1,Fibra optica,0,0,1,Mensal,3.1,94.4,4014.6,3920.2,Permaneceram
0,Feminino,0,1,0,44,1,0,DSL,0,0,0,Um ano,2.0,61.5,2722.2,2660.7,Permaneceram
0,Feminino,0,1,1,43,1,0,DSL,0,1,1,Dois anos,2.5,75.2,3254.4,3179.2,Permaneceram
0,Feminino,0,1,1,7,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.6,134.0,113.4,Permaneceram
1,Feminino,1,0,0,28,1,1,Fibra optica,1,1,1,Mensal,3.4,103.3,2890.6,2787.4,Saíram
0,Feminino,0,1,1,41,1,0,Fibra optica,0,1,1,Mensal,3.2,94.9,3848.0,3753.1,Permaneceram
1,Masculino,0,0,0,24,1,1,Fibra optica,0,0,0,Mensal,2.7,80.2,1861.5,1781.2,Saíram
1,Feminino,0,1,0,39,1,0,Fibra optica,1,1,1,Um ano,3.5,104.7,4134.8,4030.2,Saíram
0,Masculino,0,1,0,65,1,1,Fibra optica,0,1,1,Mensal,3.5,104.2,6813.0,6708.7,Permaneceram
0,Masculino,0,0,0,40,0,0,DSL,1,0,0,Um ano,1.2,36.0,1382.9,1346.9,Permaneceram
0,Feminino,0,1,0,46,1,0,DSL,1,0,1,Um ano,2.4,70.6,3231.0,3160.5,Permaneceram
1,Masculino,0,0,0,36,1,1,Fibra optica,0,0,1,Mensal,2.8,84.8,3050.2,2965.4,Saíram
0,Masculino,0,0,0,62,1,0,DSL,1,1,1,Mensal,2.7,80.4,4981.2,4900.8,Permaneceram
0,Masculino,0,0,0,30,1,0,DSL,1,1,0,Um ano,2.3,70.4,2044.8,1974.4,Permaneceram
0,Feminino,0,0,0,70,1,1,Fibra optica,1,1,1,Dois anos,3.8,113.6,7939.2,7825.6,Permaneceram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.9,19.9,0.0,Permaneceram
1,Masculino,0,0,0,5,1,1,Fibra optica,0,1,1,Mensal,3.5,104.1,541.9,437.8,Saíram
0,Masculino,0,1,0,24,1,1,Fibra optica,0,1,1,Mensal,3.1,93.0,2248.0,2155.0,Permaneceram
0,Masculino,0,0,0,11,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,208.0,187.8,Permaneceram
0,Masculino,0,0,0,58,1,0,Fibra optica,0,1,1,Um ano,3.3,99.2,5721.0,5621.8,Permaneceram
1,Masculino,0,0,0,2,1,0,DSL,0,0,0,Mensal,1.5,44.4,81.2,36.9,Saíram
0,Masculino,0,0,0,8,1,0,DSL,0,1,1,Mensal,2.2,66.2,546.4,480.2,Permaneceram
0,Masculino,1,0,0,35,1,1,Fibra optica,0,0,1,Mensal,3.0,91.0,3180.5,3089.5,Permaneceram
0,Masculino,1,1,0,65,1,1,Fibra optica,0,1,1,Mensal,3.5,104.4,6578.6,6474.2,Permaneceram
0,Feminino,0,1,1,68,1,0,DSL,1,1,1,Dois anos,2.8,85.0,5607.8,5522.8,Permaneceram
1,Masculino,0,0,0,6,1,0,Fibra optica,0,1,0,Mensal,2.8,84.8,523.5,438.6,Saíram
0,Masculino,0,0,0,46,1,1,Fibra optica,0,1,0,Um ano,3.2,94.9,4423.0,4328.0,Permaneceram
0,Feminino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.8,115.2,8349.7,8234.6,Permaneceram
1,Feminino,0,0,1,62,1,1,Fibra optica,0,1,1,Um ano,3.3,100.2,6413.6,6313.5,Saíram
0,Feminino,1,0,0,38,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.2,735.9,715.7,Permaneceram
1,Masculino,0,0,0,1,1,0,DSL,0,1,0,Mensal,1.8,53.5,53.5,0.0,Saíram
0,Feminino,0,0,0,58,1,0,Fibra optica,1,1,1,Mensal,3.2,95.3,5817.7,5722.4,Permaneceram
0,Masculino,0,0,0,17,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.1,279.5,259.4,Permaneceram
0,Feminino,1,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.8,114.8,8318.0,8203.1,Permaneceram
0,Masculino,0,1,1,50,1,1,DSL,1,1,0,Um ano,2.3,69.6,3442.2,3372.5,Permaneceram
1,Masculino,0,0,1,4,1,0,DSL,0,0,0,Mensal,1.6,49.4,219.6,170.3,Saíram
0,Feminino,0,0,0,3,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,61.7,41.7,Permaneceram
1,Masculino,1,1,1,8,1,0,Fibra optica,0,1,0,Mensal,2.7,80.4,583.4,503.0,Saíram
1,Feminino,1,1,0,13,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,916.8,846.6,Saíram
0,Masculino,0,1,1,55,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.5,1178.0,1157.4,Permaneceram
0,Feminino,0,1,0,71,1,1,DSL,1,1,1,Dois anos,3.0,90.1,6310.9,6220.8,Permaneceram
0,Feminino,0,0,0,37,1,0,Fibra optica,0,0,0,Um ano,2.7,80.0,3019.1,2939.0,Permaneceram
1,Masculino,1,1,1,41,1,1,Fibra optica,1,1,1,Um ano,3.7,112.0,4534.9,4423.0,Saíram
0,Feminino,0,1,1,55,1,1,DSL,1,1,1,Dois anos,2.8,85.1,4658.0,4572.8,Permaneceram
0,Feminino,0,1,1,61,0,0,DSL,1,0,1,Um ano,1.7,50.7,3088.8,3038.0,Permaneceram
0,Masculino,0,1,1,44,1,0,DSL,1,0,0,Mensal,2.1,61.9,2924.0,2862.2,Permaneceram
1,Masculino,0,1,0,59,1,1,Fibra optica,0,1,1,Um ano,3.7,110.2,6448.0,6337.9,Saíram
1,Feminino,1,0,0,10,0,0,DSL,0,0,1,Mensal,1.2,34.7,329.8,295.1,Saíram
0,Masculino,0,0,1,2,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,42.9,22.5,Permaneceram
0,Feminino,0,1,1,56,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1119.9,1100.1,Permaneceram
0,Masculino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.6,108.4,7719.5,7611.1,Permaneceram
0,Masculino,1,0,0,1,1,0,Fibra optica,1,0,0,Mensal,2.5,74.7,74.7,0.0,Permaneceram
0,Masculino,1,1,0,44,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.4,847.2,827.9,Permaneceram
0,Masculino,0,0,0,10,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,208.2,188.5,Permaneceram
0,Masculino,0,0,0,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1434.1,1414.2,Permaneceram
0,Masculino,0,0,0,66,1,0,DSL,0,0,0,Um ano,1.8,54.8,3465.7,3410.9,Permaneceram
1,Masculino,0,1,0,24,1,1,Fibra optica,0,1,1,Mensal,3.4,101.0,2391.8,2290.8,Saíram
0,Masculino,0,0,0,18,1,1,Fibra optica,0,1,0,Um ano,3.0,89.6,1633.0,1543.4,Permaneceram
1,Masculino,0,0,0,22,1,1,DSL,0,0,0,Mensal,1.8,54.4,1127.4,1072.9,Saíram
0,Feminino,0,1,0,64,1,1,Fibra optica,0,1,0,Dois anos,3.2,94.6,5948.7,5854.1,Permaneceram
0,Feminino,0,1,1,22,0,0,DSL,0,1,0,Mensal,1.3,39.2,849.9,810.7,Permaneceram
0,Masculino,1,1,0,38,1,1,Fibra optica,0,1,1,Mensal,3.4,102.6,4009.2,3906.6,Permaneceram
0,Masculino,0,0,0,5,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,109.8,89.6,Permaneceram
1,Feminino,1,0,0,6,1,1,Fibra optica,0,1,1,Mensal,3.3,98.2,560.6,462.4,Saíram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,70.3,70.3,0.0,Saíram
0,Masculino,0,1,0,18,1,1,DSL,0,0,0,Mensal,1.9,56.8,1074.6,1017.9,Permaneceram
0,Feminino,0,0,0,11,1,0,DSL,1,0,0,Um ano,1.8,53.8,651.6,597.8,Permaneceram
0,Masculino,1,0,0,67,1,1,DSL,1,0,0,Dois anos,2.2,64.6,4250.1,4185.6,Permaneceram
0,Masculino,1,0,0,67,1,1,Fibra optica,0,1,1,Mensal,3.4,101.4,6841.0,6739.6,Permaneceram
0,Feminino,1,1,0,72,1,1,Nao disponivel,0,0,0,Dois anos,0.9,25.7,1937.4,1911.7,Permaneceram
0,Feminino,0,0,0,47,1,0,Fibra optica,0,0,0,Mensal,2.5,75.4,3545.1,3469.6,Permaneceram
0,Feminino,1,0,0,54,1,1,DSL,1,1,0,Um ano,2.4,72.1,3886.0,3814.0,Permaneceram
1,Feminino,1,1,0,12,1,1,Fibra optica,0,1,0,Mensal,3.3,98.1,1060.2,962.1,Saíram
0,Feminino,0,0,0,31,1,1,Fibra optica,0,0,0,Mensal,2.8,84.8,2613.4,2528.6,Permaneceram
0,Feminino,0,0,0,11,1,0,DSL,0,0,1,Mensal,2.1,64.0,734.0,669.9,Permaneceram
1,Feminino,1,0,0,40,0,0,DSL,0,1,1,Mensal,1.9,55.8,2109.4,2053.5,Saíram
0,Masculino,1,1,1,11,1,1,Fibra optica,0,0,0,Mensal,2.5,75.2,775.3,700.1,Permaneceram
1,Masculino,0,0,0,5,1,1,Fibra optica,0,1,0,Mensal,3.1,92.5,452.7,360.2,Saíram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,19.8,0.0,Permaneceram
0,Feminino,0,1,1,20,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.7,395.6,375.9,Permaneceram
0,Masculino,0,1,1,8,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,169.8,150.1,Permaneceram
0,Masculino,0,0,0,1,1,0,Fibra optica,1,0,0,Mensal,2.5,74.3,74.3,0.0,Permaneceram
0,Feminino,1,0,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,111.6,7943.4,7831.8,Permaneceram
1,Masculino,0,1,0,6,1,0,Fibra optica,0,0,1,Mensal,3.0,91.0,531.0,440.0,Saíram
1,Masculino,1,1,0,40,1,1,Fibra optica,0,1,1,Mensal,3.4,101.8,4086.3,3984.4,Saíram
0,Feminino,0,1,0,23,1,1,DSL,1,1,1,Mensal,2.5,73.6,1642.8,1569.1,Permaneceram
0,Masculino,0,0,0,30,1,1,Fibra optica,1,0,0,Mensal,3.2,95.0,2852.4,2757.4,Permaneceram
0,Feminino,0,0,0,29,1,1,Fibra optica,0,0,0,Mensal,2.5,76.0,2215.2,2139.2,Permaneceram
0,Masculino,0,1,0,59,0,0,DSL,0,1,1,Mensal,1.5,44.3,2666.8,2622.4,Permaneceram
1,Masculino,1,1,0,41,1,1,Fibra optica,0,0,0,Mensal,2.8,83.8,3273.6,3189.8,Saíram
0,Feminino,1,1,0,58,1,1,Fibra optica,0,1,1,Um ano,3.3,97.8,5458.8,5361.0,Permaneceram
0,Feminino,0,1,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.6,20.6,0.0,Permaneceram
0,Masculino,0,1,1,4,1,0,DSL,0,0,0,Mensal,1.5,44.8,169.6,124.8,Permaneceram
0,Feminino,0,0,1,61,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.0,1498.4,1473.4,Permaneceram
1,Masculino,0,0,0,10,1,0,Fibra optica,0,0,0,Mensal,2.3,70.0,740.0,670.0,Saíram
0,Feminino,0,0,0,39,1,0,DSL,0,0,0,Um ano,1.6,47.8,1886.4,1838.6,Permaneceram
1,Feminino,0,1,1,31,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,659.0,639.4,Saíram
1,Feminino,0,1,0,2,0,0,DSL,0,0,1,Mensal,1.2,35.1,68.8,33.6,Saíram
0,Masculino,0,1,0,31,1,1,DSL,1,1,1,Um ano,2.6,79.3,2484.0,2404.7,Permaneceram
1,Masculino,0,0,0,4,0,0,DSL,0,1,1,Mensal,1.5,44.6,174.3,129.8,Saíram
0,Feminino,0,0,0,33,1,1,Fibra optica,0,0,1,Mensal,3.0,90.6,2989.6,2899.0,Permaneceram
0,Feminino,0,0,1,4,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.4,84.8,64.4,Permaneceram
0,Feminino,0,1,1,32,1,0,DSL,1,0,1,Dois anos,2.5,73.6,2316.8,2243.2,Permaneceram
0,Feminino,1,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,110.8,7882.2,7771.4,Permaneceram
0,Masculino,0,0,0,11,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,760.0,689.8,Permaneceram
0,Masculino,1,1,0,23,1,1,Fibra optica,0,0,1,Mensal,2.9,86.8,1975.8,1889.0,Permaneceram
1,Feminino,0,0,0,6,1,0,Fibra optica,1,0,1,Mensal,3.3,98.2,567.4,469.3,Saíram
1,Feminino,1,1,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.6,69.6,0.0,Saíram
0,Masculino,0,0,0,15,1,1,Fibra optica,1,0,1,Mensal,3.2,95.7,1451.1,1355.4,Permaneceram
0,Masculino,0,1,0,72,1,1,Nao disponivel,0,0,0,Dois anos,0.9,25.8,1864.2,1838.4,Permaneceram
0,Feminino,0,1,1,35,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.3,821.6,797.3,Permaneceram
0,Masculino,0,1,1,50,1,1,DSL,0,0,0,Um ano,1.8,54.9,2614.1,2559.2,Permaneceram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,1,0,Mensal,2.6,79.5,79.5,0.0,Saíram
1,Feminino,1,0,0,2,1,1,Fibra optica,0,0,0,Mensal,2.5,75.4,158.4,83.0,Saíram
0,Feminino,0,1,1,41,1,0,DSL,1,1,1,Dois anos,2.6,78.4,3126.4,3048.0,Permaneceram
0,Masculino,1,0,0,33,0,0,DSL,1,1,1,Mensal,1.8,54.6,1803.7,1749.1,Permaneceram
1,Masculino,0,0,1,38,1,1,Fibra optica,0,1,1,Mensal,3.3,99.2,3777.2,3677.9,Saíram
0,Masculino,1,1,0,60,1,1,Fibra optica,0,1,1,Um ano,3.5,104.4,6339.4,6235.1,Permaneceram
0,Masculino,0,1,1,25,1,1,DSL,1,0,0,Um ano,1.8,55.1,1466.1,1411.0,Permaneceram
0,Feminino,0,1,1,0,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,4275.8,4255.8,Permaneceram
0,Masculino,0,1,0,70,1,0,Fibra optica,1,0,1,Dois anos,3.4,101.0,7085.5,6984.5,Permaneceram
0,Masculino,0,1,0,60,1,1,Fibra optica,1,1,1,Mensal,3.6,109.4,6572.8,6463.4,Permaneceram
0,Feminino,1,1,0,34,1,0,DSL,1,1,0,Um ano,2.1,64.2,2106.3,2042.1,Permaneceram
0,Feminino,0,1,0,27,1,0,Fibra optica,0,0,0,Mensal,2.5,76.1,2093.4,2017.3,Permaneceram
0,Feminino,0,0,0,60,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.6,1093.0,1072.4,Permaneceram
1,Masculino,1,1,0,17,1,0,Fibra optica,0,0,0,Mensal,2.5,76.4,1233.4,1157.0,Saíram
1,Feminino,0,1,0,71,1,1,Fibra optica,0,1,1,Dois anos,3.1,93.7,6585.4,6491.7,Saíram
0,Masculino,0,1,1,56,1,1,Fibra optica,1,1,1,Dois anos,3.4,103.2,5873.8,5770.6,Permaneceram
1,Masculino,0,1,0,61,1,1,Fibra optica,1,1,0,Dois anos,3.1,94.1,5638.3,5544.2,Saíram
0,Masculino,0,1,1,15,0,0,DSL,0,0,0,Mensal,1.0,30.2,469.6,439.4,Permaneceram
0,Feminino,0,1,0,70,0,0,DSL,1,1,1,Dois anos,2.2,64.6,4504.9,4440.3,Permaneceram
0,Feminino,0,0,1,1,0,0,DSL,0,0,0,Mensal,0.8,24.7,24.7,0.0,Permaneceram
0,Masculino,0,1,1,42,1,0,DSL,1,0,1,Um ano,2.1,63.7,2763.4,2699.6,Permaneceram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,20.0,0.0,Permaneceram
0,Feminino,1,0,0,2,1,1,Fibra optica,0,0,1,Mensal,2.8,84.0,186.0,102.0,Permaneceram
0,Masculino,0,1,0,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.7,1492.1,1471.4,Permaneceram
0,Masculino,0,1,0,52,1,0,DSL,0,1,1,Um ano,2.5,75.4,3865.4,3790.0,Permaneceram
0,Feminino,0,1,1,57,1,0,DSL,0,0,0,Um ano,1.8,53.4,3053.0,2999.6,Permaneceram
0,Masculino,0,0,0,7,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.5,128.6,109.1,Permaneceram
0,Masculino,0,0,0,47,1,1,Fibra optica,0,1,0,Um ano,3.2,94.8,4535.8,4441.0,Permaneceram
0,Feminino,0,0,0,65,1,1,Fibra optica,1,1,1,Um ano,3.5,105.0,6744.2,6639.2,Permaneceram
0,Feminino,0,1,1,72,1,1,Nao disponivel,0,0,0,Um ano,0.8,23.3,1623.2,1599.9,Permaneceram
0,Masculino,0,0,0,68,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.2,1498.8,1474.7,Permaneceram
1,Masculino,0,0,0,1,1,1,Nao disponivel,0,0,0,Mensal,0.8,24.0,24.0,0.0,Saíram
1,Masculino,0,0,0,4,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,238.0,167.8,Saíram
1,Feminino,0,1,0,37,1,1,Fibra optica,0,1,1,Mensal,3.3,99.5,3762.0,3662.5,Saíram
0,Feminino,0,0,0,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,21.2,1419.4,1398.2,Permaneceram
0,Masculino,1,1,0,48,1,1,Fibra optica,0,0,1,Mensal,3.0,91.0,4370.8,4279.7,Permaneceram
1,Feminino,0,1,1,7,1,0,Fibra optica,0,0,0,Mensal,2.3,69.0,506.9,437.9,Saíram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,19.6,0.0,Permaneceram
0,Masculino,0,1,1,35,1,1,DSL,1,1,1,Um ano,2.4,73.4,2661.1,2587.6,Permaneceram
0,Masculino,0,0,0,44,1,0,Fibra optica,1,1,1,Dois anos,3.3,100.1,4378.4,4278.2,Permaneceram
0,Feminino,0,1,0,37,0,0,DSL,1,1,0,Dois anos,1.5,45.4,1593.1,1547.7,Permaneceram
0,Feminino,0,1,1,65,1,0,DSL,0,0,0,Um ano,2.0,61.4,3874.1,3812.8,Permaneceram
0,Feminino,0,1,1,59,1,1,DSL,1,0,0,Um ano,2.2,65.5,3801.3,3735.8,Permaneceram
0,Feminino,0,0,0,22,0,0,DSL,0,1,1,Mensal,1.7,50.6,1073.3,1022.7,Permaneceram
0,Masculino,0,0,1,1,1,0,DSL,1,0,1,Mensal,2.3,70.4,70.4,0.0,Permaneceram
0,Masculino,0,1,0,54,0,0,DSL,0,0,0,Mensal,1.0,30.4,1621.4,1590.9,Permaneceram
0,Masculino,0,0,0,44,1,1,Fibra optica,0,1,1,Mensal,3.7,111.5,4915.2,4803.6,Permaneceram
0,Feminino,0,1,1,6,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.1,100.4,80.2,Permaneceram
0,Feminino,0,0,0,50,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,989.0,969.3,Permaneceram
0,Masculino,0,0,0,13,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.3,259.6,240.3,Permaneceram
1,Masculino,0,0,0,3,0,0,DSL,0,0,0,Mensal,0.8,24.8,67.0,42.2,Saíram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,20.4,0.0,Permaneceram
0,Masculino,0,0,1,27,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.7,509.3,489.6,Permaneceram
0,Masculino,0,1,1,71,1,0,Fibra optica,1,1,1,Dois anos,3.6,109.3,7782.8,7673.6,Permaneceram
0,Masculino,0,1,0,14,1,0,DSL,0,0,0,Um ano,1.5,44.6,641.2,596.6,Permaneceram
0,Masculino,0,0,0,31,1,0,Fibra optica,0,1,1,Mensal,3.4,101.4,3143.6,3042.2,Permaneceram
0,Feminino,0,1,0,20,1,0,Fibra optica,1,1,0,Mensal,3.2,96.6,1901.6,1805.1,Permaneceram
0,Feminino,0,0,0,12,1,0,DSL,0,0,0,Mensal,1.5,43.8,541.0,497.2,Permaneceram
0,Masculino,0,0,1,40,0,0,DSL,1,0,0,Um ano,1.3,40.2,1564.0,1523.8,Permaneceram
1,Masculino,0,0,0,6,0,0,DSL,0,0,0,Mensal,1.0,30.5,208.7,178.2,Saíram
0,Masculino,0,1,1,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1414.6,1394.9,Permaneceram
0,Masculino,0,0,0,1,1,0,DSL,1,0,0,Mensal,1.6,49.0,49.0,0.0,Permaneceram
1,Feminino,0,0,0,4,1,0,Fibra optica,0,0,0,Mensal,2.3,70.0,266.9,196.8,Saíram
1,Feminino,0,0,0,1,1,1,Fibra optica,0,0,0,Mensal,2.6,77.2,77.2,0.0,Saíram
0,Masculino,0,1,0,64,1,1,DSL,1,1,0,Dois anos,2.5,76.1,4818.8,4742.7,Permaneceram
1,Feminino,0,0,0,12,1,1,Fibra optica,0,1,1,Mensal,3.3,100.2,1164.3,1064.1,Saíram
